note_id,account_id,company,note_type,author,created_date,note_content,follow_up_required,follow_up_date
NOTE-01897,ACC-0208,Elite HVAC Professionals,Call,Lena Fischer,2024-05-10,Spoke with IT lead re: QuickBooks integration. Action: send documentation.,Yes,
NOTE-01898,ACC-0052,Dynamic Electrical Solutions,Health Check,Tanya Oluoch,2024-04-18,Health score reviewed: 72.0. Status: Green. send upsell proposal flagged.,No,
NOTE-01899,ACC-0348,Reliable Electrical Experts,Call,Tanya Oluoch,2024-12-21,Spoke with the GM re: scheduling features. Action: send documentation.,Yes,
NOTE-01900,ACC-0551,Premier Electrical Professionals,QBR,Emma Solis,2023-07-10,"QBR held with office manager. Reviewed usage metrics, discussed QuickBooks integration. Customer considering cancellation.",Yes,2023-07-22
NOTE-01901,ACC-0161,Elite Facilities Management Systems,Email,Tanya Oluoch,2023-11-11,Followed up on reporting. No response yet.,No,2023-11-22
NOTE-01902,ACC-0626,SwiftLine Pest Control Technologies,Email,Ravi Mehta,2023-03-13,Customer replied re: pricing. excited about new features.,No,
NOTE-01903,ACC-0445,Reliable Pest Control Experts,Email,Jordan Blake,2024-07-04,Sent renewal email — awaiting response.,Yes,
NOTE-01904,ACC-0470,Reliable Plumbing Solutions,QBR,Emma Solis,2024-02-23,Quarterly review completed. Key wins discussed. Upsell opportunity: send documentation.,Yes,2024-03-03
NOTE-01905,ACC-0301,OneCall HVAC Professionals,Escalation,Omar Castillo,2023-02-17,Escalated ticket re: QuickBooks sync. Engineering engaged.,No,2023-02-21
NOTE-01906,ACC-0212,Summit Electrical Works,Email,Felix Brennan,2025-02-23,Followed up on scheduling features. No response yet.,No,
NOTE-01907,ACC-0418,Pinnacle HVAC Group,Health Check,Ravi Mehta,2024-04-02,Weekly health check — score 68.3. Mobile adoption at risk.,No,
NOTE-01908,ACC-0259,OneCall Landscaping Services,Call,Tanya Oluoch,2024-09-26,Check-in call completed. Customer neutral. Next step: send upsell proposal.,No,
NOTE-01909,ACC-0128,Heritage Plumbing Partners,Call,Felix Brennan,2024-11-07,Check-in call completed. Customer considering cancellation. Next step: send documentation.,No,2024-11-12
NOTE-01910,ACC-0265,RapidFix Pest Control Services,Health Check,Felix Brennan,2023-01-12,Weekly health check — score 78.4. Mobile adoption at risk.,Yes,
NOTE-01911,ACC-0056,Dynamic HVAC Systems,Call,Emma Solis,2024-04-19,Check-in call completed. Customer neutral. Next step: escalate to VP CS.,Yes,2024-05-03
NOTE-01912,ACC-0035,National HVAC Group,Call,Jordan Blake,2025-05-09,Check-in call completed. Customer frustrated. Next step: schedule follow-up.,Yes,
NOTE-01913,ACC-0025,Metro Other Services,Email,Sadia Islam,2024-05-13,Sent renewal email — awaiting response.,No,
NOTE-01914,ACC-0476,Dynamic Other Services,Email,Omar Castillo,2023-04-29,Followed up on reporting. No response yet.,Yes,
NOTE-01915,ACC-0311,SwiftLine Electrical Experts,Call,Felix Brennan,2024-06-15,Spoke with the owner re: billing. Action: loop in SE.,No,
NOTE-01916,ACC-0434,Apex Landscaping Partners,Escalation,Jordan Blake,2024-05-08,Customer escalated billing issue. Resolved within 14 hours.,Yes,
NOTE-01917,ACC-0467,Allied HVAC Partners,Call,Emma Solis,2023-05-06,Spoke with IT lead re: pricing. Action: loop in SE.,Yes,
NOTE-01918,ACC-0469,Premier Plumbing Systems,Call,Ravi Mehta,2024-01-12,Spoke with ops director re: reporting. Action: escalate to VP CS.,Yes,
NOTE-01919,ACC-0379,Pinnacle Pest Control Associates,QBR,Jordan Blake,2025-05-02,"QBR held with ops director. Reviewed usage metrics, discussed scheduling features. Customer positive.",Yes,
NOTE-01920,ACC-0074,Elite Plumbing Technologies,Call,Jordan Blake,2024-09-24,Check-in call completed. Customer excited about new features. Next step: loop in SE.,No,
NOTE-01921,ACC-0561,BlueStar Other Works,QBR,Omar Castillo,2025-04-19,"QBR held with ops director. Reviewed usage metrics, discussed pricing. Customer positive.",No,2025-04-23
NOTE-01922,ACC-0402,BlueStar Electrical Solutions,Call,Jordan Blake,2024-03-04,Spoke with the owner re: billing. Action: schedule follow-up.,Yes,2024-03-17
NOTE-01923,ACC-0142,OneCall Electrical Technologies,Renewal Discussion,Omar Castillo,2024-04-04,Renewal discussion initiated. Contract ends in 62 days. Customer excited about new features.,Yes,
NOTE-01924,ACC-0296,Pinnacle HVAC Group,Call,Jordan Blake,2024-01-29,Spoke with the GM re: mobile app adoption. Action: schedule follow-up.,No,
NOTE-01925,ACC-0369,OneCall Plumbing Technologies,QBR,Sadia Islam,2023-06-20,"QBR held with ops director. Reviewed usage metrics, discussed pricing. Customer considering cancellation.",No,
NOTE-01926,ACC-0353,Metro Plumbing Technologies,Call,Tanya Oluoch,2024-09-12,Spoke with ops director re: mobile app adoption. Action: escalate to VP CS.,No,2024-09-23
NOTE-01927,ACC-0412,BlueStar HVAC Solutions,Call,Lena Fischer,2024-07-10,Spoke with IT lead re: reporting. Action: escalate to VP CS.,No,
NOTE-01928,ACC-0583,Heritage HVAC Experts,Email,Tanya Oluoch,2024-12-11,Followed up on scheduling features. No response yet.,Yes,
NOTE-01929,ACC-0531,Allied Pest Control Solutions,Email,Tanya Oluoch,2024-12-05,Customer replied re: scheduling features. neutral.,No,
NOTE-01930,ACC-0312,ProServ Facilities Management Systems,QBR,Sadia Islam,2024-07-19,Quarterly review completed. Key wins discussed. Upsell opportunity: schedule follow-up.,Yes,
NOTE-01931,ACC-0143,OneCall Plumbing Works,Health Check,Ravi Mehta,2025-04-03,Weekly health check — score 79.2. Mobile adoption at risk.,No,2025-04-15
NOTE-01932,ACC-0331,TrustWorks HVAC Professionals,Health Check,Sadia Islam,2025-03-01,Health score reviewed: 73.0. Status: Green. loop in SE flagged.,No,2025-03-14
NOTE-01933,ACC-0552,Apex Landscaping Group,Call,Emma Solis,2024-02-10,Spoke with IT lead re: pricing. Action: escalate to VP CS.,No,2024-02-23
NOTE-01934,ACC-0483,Dynamic HVAC Partners,Escalation,Omar Castillo,2024-09-22,Escalated ticket re: QuickBooks sync. Engineering engaged.,No,
NOTE-01935,ACC-0062,BlueStar HVAC Experts,Escalation,Tanya Oluoch,2024-10-25,Escalated ticket re: QuickBooks sync. Engineering engaged.,No,2024-11-01
NOTE-01936,ACC-0049,Allied Electrical Associates,Call,Emma Solis,2024-07-30,Check-in call completed. Customer positive. Next step: schedule follow-up.,Yes,2024-08-08
NOTE-01937,ACC-0248,Premier Pest Control Group,Upsell Attempt,Felix Brennan,2024-05-15,Discussed seat expansion — customer added 2 techs. MRR increase: $438.,No,2024-05-22
NOTE-01938,ACC-0017,Elite HVAC Technologies,Health Check,Jordan Blake,2023-12-10,Weekly health check — score 88.8. Mobile adoption at risk.,Yes,2023-12-19
NOTE-01939,ACC-0143,OneCall Plumbing Works,Email,Ravi Mehta,2024-08-18,Customer replied re: pricing. excited about new features.,No,2024-08-27
NOTE-01940,ACC-0434,Apex Landscaping Partners,Call,Jordan Blake,2024-05-28,Spoke with ops director re: QuickBooks integration. Action: send upsell proposal.,No,2024-06-10
NOTE-01941,ACC-0420,SwiftLine Facilities Management Systems,Call,Sadia Islam,2025-04-04,Spoke with the owner re: mobile app adoption. Action: schedule follow-up.,Yes,2025-04-16
NOTE-01942,ACC-0223,Regional HVAC Works,Call,Jordan Blake,2023-04-04,Check-in call completed. Customer considering cancellation. Next step: loop in SE.,No,
NOTE-01943,ACC-0162,Summit HVAC Professionals,Call,Ravi Mehta,2024-06-26,Check-in call completed. Customer neutral. Next step: escalate to VP CS.,No,2024-07-01
NOTE-01944,ACC-0137,Summit Plumbing Solutions,Renewal Discussion,Emma Solis,2025-02-16,Renewal discussion initiated. Contract ends in 86 days. Customer considering cancellation.,Yes,2025-02-25
NOTE-01945,ACC-0320,Regional Facilities Management Works,Email,Emma Solis,2023-08-21,Customer replied re: pricing. frustrated.,No,
NOTE-01946,ACC-0574,TrustWorks Electrical Services,Call,Tanya Oluoch,2023-07-13,Spoke with IT lead re: mobile app adoption. Action: schedule follow-up.,Yes,
NOTE-01947,ACC-0547,TrustWorks HVAC Systems,Health Check,Lena Fischer,2024-10-13,Weekly health check — score 62.2. Mobile adoption at risk.,Yes,2024-10-25
NOTE-01948,ACC-0607,Pinnacle HVAC Associates,Call,Jordan Blake,2023-07-27,Check-in call completed. Customer excited about new features. Next step: schedule follow-up.,No,2023-08-01
NOTE-01949,ACC-0115,Dynamic HVAC Works,Health Check,Tanya Oluoch,2024-05-19,Weekly health check — score 67.8. Mobile adoption at risk.,No,
NOTE-01950,ACC-0451,SwiftLine Plumbing Systems,QBR,Felix Brennan,2024-05-07,Quarterly review completed. Key wins discussed. Upsell opportunity: escalate to VP CS.,Yes,
NOTE-01951,ACC-0214,RapidFix Pest Control Solutions,Renewal Discussion,Jordan Blake,2023-11-03,Renewal discussion initiated. Contract ends in 73 days. Customer considering cancellation.,No,
NOTE-01952,ACC-0620,BlueStar Facilities Management Professionals,QBR,Sadia Islam,2025-05-25,"QBR held with IT lead. Reviewed usage metrics, discussed reporting. Customer frustrated.",No,
NOTE-01953,ACC-0030,Premier HVAC Group,Email,Ravi Mehta,2024-02-20,Customer replied re: scheduling features. frustrated.,No,2024-02-25
NOTE-01954,ACC-0637,BlueStar Plumbing Systems,Renewal Discussion,Felix Brennan,2025-05-19,Renewal discussion initiated. Contract ends in 37 days. Customer neutral.,No,
NOTE-01955,ACC-0021,Heritage Facilities Management Associates,Renewal Discussion,Ravi Mehta,2023-12-07,Renewal discussion initiated. Contract ends in 69 days. Customer considering cancellation.,Yes,
NOTE-01956,ACC-0572,TrustWorks Plumbing Partners,Escalation,Lena Fischer,2023-06-23,Customer escalated billing issue. Resolved within 5 hours.,Yes,
NOTE-01957,ACC-0370,SwiftLine HVAC Professionals,Health Check,Omar Castillo,2025-02-20,Weekly health check — score 64.8. Mobile adoption at risk.,No,2025-03-02
NOTE-01958,ACC-0290,Reliable Other Services,Call,Felix Brennan,2023-11-30,Spoke with the GM re: reporting. Action: loop in SE.,No,2023-12-11
NOTE-01959,ACC-0304,Dynamic Pest Control Group,Email,Felix Brennan,2025-04-23,Followed up on QuickBooks integration. No response yet.,No,
NOTE-01960,ACC-0568,TrustWorks HVAC Systems,QBR,Omar Castillo,2023-09-22,Quarterly review completed. Key wins discussed. Upsell opportunity: loop in SE.,No,
NOTE-01961,ACC-0365,Elite HVAC Technologies,Call,Lena Fischer,2024-07-18,Spoke with the GM re: billing. Action: send upsell proposal.,No,
NOTE-01962,ACC-0040,Regional Plumbing Group,Health Check,Ravi Mehta,2023-06-05,Weekly health check — score 88.4. Mobile adoption at risk.,Yes,2023-06-18
NOTE-01963,ACC-0425,Regional Plumbing Associates,Health Check,Omar Castillo,2024-07-14,Health score reviewed: 83.0. Status: Green. send upsell proposal flagged.,No,
NOTE-01964,ACC-0601,Elite HVAC Services,Health Check,Omar Castillo,2024-03-30,Weekly health check — score 86.6. Mobile adoption at risk.,Yes,
NOTE-01965,ACC-0471,Summit HVAC Works,Upsell Attempt,Emma Solis,2024-06-30,Presented Analytics Add-On demo. Customer excited about new features.,No,
NOTE-01966,ACC-0144,Reliable Pest Control Solutions,Call,Emma Solis,2023-08-31,Spoke with the GM re: mobile app adoption. Action: loop in SE.,No,
NOTE-01967,ACC-0325,TrustWorks HVAC Solutions,Email,Sadia Islam,2025-01-14,Followed up on billing. No response yet.,No,
NOTE-01968,ACC-0073,Heritage HVAC Systems,Email,Tanya Oluoch,2023-07-17,Followed up on mobile app adoption. No response yet.,Yes,2023-07-23
NOTE-01969,ACC-0155,Dynamic Plumbing Professionals,Call,Sadia Islam,2024-12-02,Spoke with IT lead re: scheduling features. Action: schedule follow-up.,Yes,2024-12-05
NOTE-01970,ACC-0499,TrustWorks HVAC Systems,Call,Jordan Blake,2023-03-05,Check-in call completed. Customer positive. Next step: loop in SE.,Yes,
NOTE-01971,ACC-0436,TrustWorks HVAC Professionals,Email,Lena Fischer,2023-02-22,Followed up on pricing. No response yet.,Yes,
NOTE-01972,ACC-0144,Reliable Pest Control Solutions,Health Check,Emma Solis,2025-03-23,Health score reviewed: 69.4. Status: Yellow. send upsell proposal flagged.,No,
NOTE-01973,ACC-0612,Allied Plumbing Solutions,QBR,Felix Brennan,2024-11-17,Quarterly review completed. Key wins discussed. Upsell opportunity: send documentation.,No,2024-11-28
NOTE-01974,ACC-0375,ProServ HVAC Solutions,Health Check,Tanya Oluoch,2025-02-10,Health score reviewed: 44.8. Status: Yellow. loop in SE flagged.,No,2025-02-21
NOTE-01975,ACC-0192,Heritage HVAC Systems,Escalation,Sadia Islam,2023-08-01,Escalated ticket re: QuickBooks sync. Engineering engaged.,No,
NOTE-01976,ACC-0443,Reliable Facilities Management Associates,QBR,Tanya Oluoch,2025-03-09,"QBR held with the GM. Reviewed usage metrics, discussed pricing. Customer frustrated.",No,2025-03-14
NOTE-01977,ACC-0338,Metro HVAC Solutions,QBR,Emma Solis,2024-08-07,Quarterly review completed. Key wins discussed. Upsell opportunity: schedule follow-up.,Yes,
NOTE-01978,ACC-0433,Regional HVAC Works,Upsell Attempt,Felix Brennan,2023-04-17,Presented Analytics Add-On demo. Customer neutral.,No,
NOTE-01979,ACC-0188,TrustWorks HVAC Services,Escalation,Lena Fischer,2023-05-19,Customer escalated billing issue. Resolved within 21 hours.,No,2023-05-23
NOTE-01980,ACC-0640,Allied Electrical Group,Email,Jordan Blake,2024-08-29,Sent renewal email — awaiting response.,Yes,
NOTE-01981,ACC-0320,Regional Facilities Management Works,Upsell Attempt,Emma Solis,2024-05-19,Presented Analytics Add-On demo. Customer considering cancellation.,Yes,
NOTE-01982,ACC-0280,Heritage Landscaping Experts,Email,Sadia Islam,2024-01-08,Customer replied re: scheduling features. frustrated.,No,
NOTE-01983,ACC-0087,RapidFix HVAC Professionals,Renewal Discussion,Emma Solis,2023-10-16,Renewal discussion initiated. Contract ends in 84 days. Customer positive.,Yes,
NOTE-01984,ACC-0227,SwiftLine Landscaping Solutions,Renewal Discussion,Emma Solis,2023-05-19,Renewal proposal sent. Upsell discussed: Analytics Add-On.,No,2023-05-30
NOTE-01985,ACC-0442,National Electrical Experts,Email,Sadia Islam,2025-04-14,Customer replied re: QuickBooks integration. positive.,No,
NOTE-01986,ACC-0228,SwiftLine Plumbing Associates,Health Check,Jordan Blake,2024-09-16,Weekly health check — score 81.2. Mobile adoption at risk.,No,
NOTE-01987,ACC-0363,Reliable HVAC Professionals,Email,Sadia Islam,2023-09-28,Followed up on billing. No response yet.,Yes,
NOTE-01988,ACC-0577,SwiftLine Plumbing Solutions,Email,Felix Brennan,2023-05-13,Sent renewal email — awaiting response.,Yes,
NOTE-01989,ACC-0464,Elite Other Associates,Email,Felix Brennan,2025-02-09,Customer replied re: scheduling features. neutral.,No,2025-02-12
NOTE-01990,ACC-0582,Dynamic HVAC Solutions,Email,Jordan Blake,2024-07-13,Followed up on mobile app adoption. No response yet.,No,
NOTE-01991,ACC-0076,National HVAC Professionals,Upsell Attempt,Ravi Mehta,2024-03-01,Presented Analytics Add-On demo. Customer neutral.,No,2024-03-11
NOTE-01992,ACC-0475,Metro HVAC Group,Email,Lena Fischer,2025-04-18,Sent renewal email — awaiting response.,No,
NOTE-01993,ACC-0277,Heritage HVAC Experts,Call,Omar Castillo,2023-12-24,Spoke with office manager re: billing. Action: escalate to VP CS.,Yes,
NOTE-01994,ACC-0586,Reliable HVAC Systems,Health Check,Tanya Oluoch,2023-08-08,Health score reviewed: 39.6. Status: Red. escalate to VP CS flagged.,No,
NOTE-01995,ACC-0478,RapidFix Pest Control Solutions,Email,Omar Castillo,2024-12-19,Followed up on scheduling features. No response yet.,No,
NOTE-01996,ACC-0524,BlueStar Pest Control Systems,Health Check,Emma Solis,2023-08-29,Health score reviewed: 51.4. Status: Yellow. schedule follow-up flagged.,Yes,2023-09-09
NOTE-01997,ACC-0123,Reliable Pest Control Professionals,QBR,Tanya Oluoch,2023-02-27,"QBR held with ops director. Reviewed usage metrics, discussed mobile app adoption. Customer excited about new features.",Yes,2023-03-10
NOTE-01998,ACC-0238,Summit HVAC Experts,Email,Sadia Islam,2024-07-18,Followed up on mobile app adoption. No response yet.,No,
NOTE-01999,ACC-0097,SwiftLine Facilities Management Associates,Call,Sadia Islam,2024-11-22,Spoke with ops director re: pricing. Action: schedule follow-up.,No,2024-11-29
NOTE-02000,ACC-0463,ProServ HVAC Experts,Email,Felix Brennan,2024-06-17,Customer replied re: QuickBooks integration. excited about new features.,No,
NOTE-02001,ACC-0171,TrustWorks HVAC Professionals,Renewal Discussion,Sadia Islam,2023-06-19,Renewal discussion initiated. Contract ends in 61 days. Customer considering cancellation.,Yes,2023-06-26
NOTE-02002,ACC-0185,RapidFix Facilities Management Group,Health Check,Sadia Islam,2024-06-01,Weekly health check — score 62.5. Mobile adoption at risk.,No,2024-06-04
NOTE-02003,ACC-0266,Dynamic HVAC Experts,Renewal Discussion,Ravi Mehta,2025-03-14,Renewal discussion initiated. Contract ends in 35 days. Customer neutral.,No,2025-03-18
NOTE-02004,ACC-0263,Metro HVAC Services,Escalation,Emma Solis,2025-05-16,Escalated ticket re: QuickBooks sync. Engineering engaged.,No,2025-05-29
NOTE-02005,ACC-0605,Pinnacle Pest Control Experts,Email,Felix Brennan,2023-05-04,Customer replied re: mobile app adoption. neutral.,Yes,2023-05-12
NOTE-02006,ACC-0517,SwiftLine HVAC Technologies,Call,Omar Castillo,2023-07-01,Spoke with ops director re: pricing. Action: send documentation.,No,
NOTE-02007,ACC-0560,Summit Facilities Management Solutions,Call,Tanya Oluoch,2024-02-25,Spoke with ops director re: mobile app adoption. Action: send upsell proposal.,No,
NOTE-02008,ACC-0305,Allied Pest Control Partners,Escalation,Emma Solis,2023-11-29,Customer escalated billing issue. Resolved within 3 hours.,Yes,
NOTE-02009,ACC-0194,OneCall HVAC Technologies,QBR,Lena Fischer,2023-04-16,Quarterly review completed. Key wins discussed. Upsell opportunity: loop in SE.,No,
